author,desc,plays,likes,shares,comments,link,song
Marco Cruz,The perfect sound button when your girl starts looking around #fyp #girlfriend #funny #target,444000,72800,1234,98,https://v19.tiktokcdn.com/82973ac86cdd8150faf7af464a2996dc/5eec43d6/video/tos/useast2a/tos-useast2a-ve-0068c001/91ce75ef2c0044c4998fd2f3dffac8a9/?a=1233&br=4380&bt=2190&cr=0&cs=0&dr=0&ds=3&er=&l=20200618224911010189073077388D7550&lr=tiktok_m&mime_type=video_mp4&qs=0&rc=M2l4M3Fxd3M7dTMzNjczM0ApZDg1Z2doZjxoNzppOTM8aWdkLS9objRfMi1fLS1eMTZzc2FhLjBfNDQvNC9gYTFjLmE6Yw%3D%3D&vl=&vr=,original sound
TheRealHammyTV,My girlfriend wild for this one 😜 😜😁 #girlfriend #wild #fun #funny #couple #relationship #fyp #foryou,2100000,174100,600,675,https://v16m.tiktokcdn.com/cdb1194709f9a7bffc8d13137b47585b/5eec43dc/video/tos/useast2a/tos-useast2a-ve-0068c004/6c79ad4672b0444d82e038ae06bccac4/?a=1233&br=2314&bt=1157&cr=0&cs=0&dr=0&ds=3&er=&l=20200618224922010189195071398C6056&lr=tiktok_m&mime_type=video_mp4&qs=0&rc=M3Z4a3VmeXI7dTMzMzczM0ApOzU2NTdlaGRmN2k4PGZmN2c2MW9ta2BrMWlfLS1jMTZzc2IwMi0zNWJgLzNhLzIvNmA6Yw%3D%3D&vl=&vr=,original sound
Kaylee Huhn,This is what the media won’t show #columbus #justiceforgeorgefloyd #blacklivesmatter #notallcopsarebad,3700000,833600,92900,13700,https://v19.tiktokcdn.com/c988ada3f14dc2529a28504f1768d4ea/5eec440a/video/tos/useast2a/tos-useast2a-ve-0068c003/4577e4edd9b94af6bf03467620d69e73/?a=1233&br=3080&bt=1540&cr=0&cs=0&dr=0&ds=3&er=&l=20200618224922010189195071398C6056&lr=tiktok_m&mime_type=video_mp4&qs=0&rc=ajQzaWZrdjt2dTMzZjczM0ApZGg2ODlkZDtpNzdnOzk0NmduMTJyc2Yual9fLS0xMTZzczMvNjFeY14uYjU0LmNeMDI6Yw%3D%3D&vl=&vr=,original sound
gabewiliams,Im loyal though #fyp #foryoupage #funstuff #gotem,5800000,931800,5459,2324,https://v19.tiktokcdn.com/7bb02c7b1b4080e369866bbff9abbea4/5eec43e0/video/tos/useast2a/tos-useast2a-ve-0068c004/92806ba6d452414aaf8372a5232da693/?a=1233&br=3780&bt=1890&cr=0&cs=0&dr=0&ds=3&er=&l=20200618224922010189195071398C6056&lr=tiktok_m&mime_type=video_mp4&qs=0&rc=ajNkNXlnZHQ5dTMzaDczM0ApZjhlNDY1PGQ7NzpnZTg8aGdlNm1rbXBmNV5fLS1jMTZzczE0NGI1MF5gMy41XjVgMWM6Yw%3D%3D&vl=&vr=,original sound
Jack Lee,#wolf #tibetanmastiff #eating,8000000,467400,14400,4973,https://v19.tiktokcdn.com/9b7b5d5d2bc12322488c194fc8db926f/5eec43dc/video/tos/useast2a/tos-useast2a-ve-0068c002/e4ab3232f10146859086199642cbda95/?a=1233&br=1926&bt=963&cr=0&cs=0&dr=0&ds=3&er=&l=20200618224922010189195071398C6056&lr=tiktok_m&mime_type=video_mp4&qs=0&rc=M3Q6NjY0a280dTMzPDczM0ApNWc1NzQ1OTs4Nzw2Ojc8NWdyLWZqLW5eY2NfLS0xMTZzczJhMDMyX2IuMS4zXi8xYl86Yw%3D%3D&vl=&vr=,original sound
newsomeevan,#smirk WHAT ARE YOU HIDING,1200000,98600,2774,423,https://v16m.tiktokcdn.com/e9dd47c2d9060c1af3d3003719a1970f/5eec43e0/video/tos/useast2a/tos-useast2a-ve-0068c001/d503bf14192d4426b80d919bf9d8bbd9/?a=1233&br=2124&bt=1062&cr=0&cs=0&dr=0&ds=3&er=&l=20200618224922010189195071398C6056&lr=tiktok_m&mime_type=video_mp4&qs=0&rc=anFoN3FnZHZ1dTMzMzczM0ApN2U1ODQ1OztoNzg1Njk7aWdtbW0xbXBeaGdfLS1jMTZzcy4yYl81Y2BhMTI0YGA1NmA6Yw%3D%3D&vl=&vr=,original sound
Lele Pons,#mymother #loveher #enjoy,13900000,3200000,10800,9101,https://v16m.tiktokcdn.com/98c25c3a843b8fe235b406047fe59463/5eec43ec/video/tos/useast2a/tos-useast2a-ve-0068c002/31a3b85ce97f4b8f94df67650cafcd23/?a=1233&br=3188&bt=1594&cr=0&cs=0&dr=0&ds=3&er=&l=20200618224922010189195071398C6056&lr=tiktok_m&mime_type=video_mp4&qs=0&rc=amw0bzozPDM0dDMzNjczM0ApO2k3NTxnZGU3NztpOTZkOmdgamRqX24wMHJfLS01MTZzczM2LWFfMTQ2NDQwNDMwXjI6Yw%3D%3D&vl=&vr=,We No Speak Americano - Original Mix
🐧VBL Nanacool8❤️,Fishy Gang 🐠🐟 DC: @fishy_nippys2 #fortnite #fishygang #fortnitememes #fortnitebr #fortniteclips w/ @skiesx_o @.app1e @fortnite_eagle,7600000,869300,11800,6203,https://v16m.tiktokcdn.com/c01ba89c9725ae1a57bd8e46d275c4a0/5eec43e2/video/tos/useast2a/tos-useast2a-pve-0068/ded31beb7f5c43e89404575f418b65e3/?a=1233&br=4756&bt=2378&cr=0&cs=0&dr=0&ds=3&er=&l=20200618224922010189195071398C6056&lr=tiktok_m&mime_type=video_mp4&qs=0&rc=M25sbTttZzs6dTMzOjczM0ApOjc1ZThpNjs3NzM3ODw3OWcwcnBkcWotXmVfLS0yMTZzcy40Li1fY140XjUzMDU0MTE6Yw%3D%3D&vl=&vr=,original sound
Luis Collazo,Phoenix Arizona is getting more crazy 🤦🏻‍♂️ #fyp #fyppage,206500,45200,1825,1399,https://v19.tiktokcdn.com/b82be226fe7765d7a9eb6fcb10fbe340/5eec43dc/video/tos/useast2a/tos-useast2a-ve-0068c004/21557933af5c40f698c3377d44c0aeec/?a=1233&br=2308&bt=1154&cr=0&cs=0&dr=0&ds=3&er=&l=20200618224922010189195071398C6056&lr=tiktok_m&mime_type=video_mp4&qs=0&rc=amlxc2tuZWt2dTMzZzczM0ApNWczaTZmaDtkNzg2PDU0M2dhbHBfLy0xYmJfLS0vMTZzc2NjMzIwXzYuNDYwNDZiLmA6Yw%3D%3D&vl=&vr=,Childish Gambino - This Is America / Post Malone - Congratulations
Natalie Gray,Stepping into the world of Nance.#distancedance #DecadesofHair #boredathome #stayathome #reallifeathome #quarantine #mom #tiktok,288200,12600,648,345,https://v16m.tiktokcdn.com/6fd71e99e807a0f84c397ca8be7cc1d5/5eec43e0/video/tos/useast2a/tos-useast2a-ve-0068c003/5b6efdf422cf4181bead457f77f5212a/?a=1233&br=1078&bt=539&cr=0&cs=0&dr=0&ds=3&er=&l=20200618224922010189195071398C6056&lr=tiktok_m&mime_type=video_mp4&qs=0&rc=M2Q6PDt1ZGYzdDMzNDczM0ApNWg5OTc7Nzw2N2dkODMzO2dzcWxvZTZybTBfLS1eMTZzczVfYmEyYmBiLV8uNmFfX186Yw%3D%3D&vl=&vr=,Take on me
Overtime,Do they make these in adult sizes 🤣 @robeccleshall #cute #transformers #shoutoutot,23700000,2900000,97400,13300,https://v16m.tiktokcdn.com/d14f598257a5ee1c0aa8a1c4805019de/5eec43e9/video/tos/useast2a/tos-useast2a-ve-0068c003/bf397d02fdcf4900b2b4ded9a5a93721/?a=1233&br=2066&bt=1033&cr=0&cs=0&dr=0&ds=3&er=&l=20200618224922010189195071398C6056&lr=tiktok_m&mime_type=video_mp4&qs=0&rc=MzxsZmhvcTNqdTMzOjczM0ApNmU8OTU0PGQ1NzQ3NGc0aGdoaTA2Z3NmM2ZfLS0yMTZzczJiNTY1NWNgMS5jLS4vXy86Yw%3D%3D&vl=&vr=,original sound
Chans Customs,Satisfying🤩. #fyp #customshoes #vans #satisfying #got2bhome,1400000,174100,310,503,https://v16m.tiktokcdn.com/e945ce4afe4e1316df0093686186aabc/5eec43e1/video/tos/useast2a/tos-useast2a-ve-0068c002/eb7bf97416004d8895b8dae706e13e59/?a=1233&br=2672&bt=1336&cr=0&cs=0&dr=0&ds=3&er=&l=20200618224922010189195071398C6056&lr=tiktok_m&mime_type=video_mp4&qs=0&rc=MzdnZGdtZ3V3dTMzOzczM0ApMzdoZDs3Z2Q7NzRlNDk2Z2dzL2hhcWo1ZDNfLS1iMTZzczYyYzFjNmFhLV4tNTAwLTQ6Yw%3D%3D&vl=&vr=,The chances of you seeing this video are so rare
Ashley Futey,Made alcoholic cornhole!! 😁😁😁 #fyp #foryoupage #dinoday #realityripple #JustDanceMoves #paint,2700000,205000,63900,944,https://v16m.tiktokcdn.com/2a4d8e6af9edbc986b96e466c929639e/5eec43dd/video/tos/useast2a/tos-useast2a-pve-0068/332757f2a7594c97bc030e50f9c0deff/?a=1233&br=2778&bt=1389&cr=0&cs=0&dr=0&ds=3&er=&l=20200618224922010189195071398C6056&lr=tiktok_m&mime_type=video_mp4&qs=0&rc=am46ajozajxqdTMzOzczM0ApaDtlNTc2OGRkN2ZpZWlpM2deaWw1NjVpMjBfLS1iMTZzczZgYS4xMGMzLjU1MDFgYTI6Yw%3D%3D&vl=&vr=,Hit It
Brent Rivera,The evolution of dances..🙌🏼😂 @pierson,1900000,511200,1584,6438,https://v19.tiktokcdn.com/ca3375deaf56be06851e38347913deb1/5eec43e8/video/tos/useast2a/tos-useast2a-pve-0068/e33a67d3efd94b24bd6e3dbfee7315e9/?a=1233&br=4956&bt=2478&cr=0&cs=0&dr=0&ds=3&er=&l=20200618224922010189195071398C6056&lr=tiktok_m&mime_type=video_mp4&qs=0&rc=amg7aHBnPDZ0dTMzNTczM0ApZTpoaWRlOmRkN2U5OmQ1NGc0MWQvNS5maGlfLS1fMTZzc14tXjFhYmExYTYtYWBjLjY6Yw%3D%3D&vl=&vr=,Savage Remix
anthonyvo,Haters will say it’s fake #fyp #foryou,929300,123400,2486,1167,https://v19.tiktokcdn.com/a5121ae5361c9b70c8fec7bee1e25415/5eec43dd/video/tos/useast2a/tos-useast2a-ve-0068c003/1a45a74a26f3431a8462bea28143584c/?a=1233&br=4774&bt=2387&cr=0&cs=0&dr=0&ds=3&er=&l=20200618224922010189195071398C6056&lr=tiktok_m&mime_type=video_mp4&qs=0&rc=M3NtZ2RveDY2dTMzNjczM0ApM2g4Zzc0MzxoNzk0ZzQ1NmdjZHBnY25uXy5fLS01MTZzczNiNmMxNDZgXzAyYTEvNTE6Yw%3D%3D&vl=&vr=,original sound
Resting Bishface Mama,"Boys. Less drama than girls, but harder to keep alive. #boymomproblems #keepingactive #sendsomehelp",679100,123600,6317,1395,https://v19.tiktokcdn.com/65d536aa86ad88cdd381ba51e5c85583/5eec43e0/video/tos/useast2a/tos-useast2a-ve-0068c004/ddab6719f2f34acab30f4b9911925ae7/?a=1233&br=2790&bt=1395&cr=0&cs=0&dr=0&ds=3&er=&l=20200618224922010189195071398C6056&lr=tiktok_m&mime_type=video_mp4&qs=0&rc=anBmNHlwNnhxdDMzNDczM0ApZjw4ZWQ6NmRnN2c5OTs1Z2dgb2ZrZG81bGpfLS1jMTZzczU0YjU2LzQtLS4zL2I1XjA6Yw%3D%3D&vl=&vr=,original sound
Brenden.-.-.,i’m warning you 😭😭 #duet with @cedrick660 #PetRoutine #happy #india #queen #rip,1300000,155200,64300,785,https://v19.tiktokcdn.com/a1e74be9f5c37dfa8c0343cf7598c958/5eec43da/video/tos/useast2a/tos-useast2a-ve-0068c002/04ba9190e6ba48dcacef606566435b7c/?a=1233&br=1566&bt=783&cr=0&cs=0&dr=0&ds=3&er=&l=20200618224922010189195071398C6056&lr=tiktok_m&mime_type=video_mp4&qs=0&rc=M2QzaG81bXg6dTMzZjczM0ApaTNkOzk8NTs3N2RnMztmNWdibGNycGBgX2BfLS1eMTZzczReYzJeM18vY2JjMDZhX2M6Yw%3D%3D&vl=&vr=,original sound
Amy N,#goatsoftiktok #babygoats #justkiddingaround #theygothops #nigeriandwarfgoats #infinityranch #timoneandpumba #5weeksold #weirdanimals,105700,9305,2323,70,https://v16m.tiktokcdn.com/270b3c6481023c3c192a3f1543e778ff/5eec43e6/video/tos/useast2a/tos-useast2a-pve-0068/ad36739a2e124ca59eaeac8abb58ab38/?a=1233&br=5026&bt=2513&cr=0&cs=0&dr=0&ds=3&er=&l=20200618224922010189195071398C6056&lr=tiktok_m&mime_type=video_mp4&qs=0&rc=ajlrNXVnN3dvdTMzNjczM0ApPDlpOTszNDs8NzQ7Z2Y3OmdqXl40cWRzXi9fLS0yMTZzc2FiYTA1MGA2NDIzNWBhMi46Yw%3D%3D&vl=&vr=,Old Town Road
Matt Beranek,This is @charlidamelio as a guy! Turned out a lot better than i thought😱 #swap #charlidamelio #fyp #xyzbca #viral #artist #realism,17300000,3500000,53400,106100,https://v16m.tiktokcdn.com/316ce3c4ef0cf2549eb2ebd12aa21996/5eec43e1/video/tos/useast2a/tos-useast2a-ve-0068c001/0a9943a1a95d4546a9fbd2416687ed30/?a=1233&br=1828&bt=914&cr=0&cs=0&dr=0&ds=3&er=&l=20200618224922010189195071398C6056&lr=tiktok_m&mime_type=video_mp4&qs=0&rc=anB2dThyOnhrdTMzPDczM0ApPDg8NGQ1MztkNzxpOjRnPGdfZ2c0bDBuc2RfLS0xMTZzc2NiMTBjMl8tLWM1LjMxL146Yw%3D%3D&vl=&vr=,Savage Love (Laxed - Siren Beat)
Hillbilly,Hillbilly a take on the Corona Virus #idahohillbilly #backwoods #redneck #coonass #mountainman #coronavirus #sick #toxic #mountains #50somthings,556100,48200,13800,1558,https://v16m.tiktokcdn.com/5e8ccfc35d55b08ade03062710446c46/5eec4404/video/tos/useast2a/tos-useast2a-pve-0068/b48cbf1cb6d847f7a0e6437ef8aece92/?a=1233&br=3756&bt=1878&cr=0&cs=0&dr=0&ds=3&er=&l=20200618224922010189195071398C6056&lr=tiktok_m&mime_type=video_mp4&qs=0&rc=amxncnE1Ojo7dTMzOzczM0ApZzM0OTZkNGQ4NzhlPDxoN2djZ181LjFzajFfLS1hMTZzczIzMjBhYGBhYGMuYS40MGA6Yw%3D%3D&vl=&vr=,original sound
Andrea Gabriela,I’ll take some pointers 😂,107100,5080,14,56,https://v16m.tiktokcdn.com/9c5a311c8c0efcb0c037a4c6c1ccc40c/5eec43e1/video/tos/useast2a/tos-useast2a-ve-0068c002/eebdec1dfcad44e3bc287608426ae4a6/?a=1233&br=2458&bt=1229&cr=0&cs=0&dr=0&ds=3&er=&l=20200618224922010189195071398C6056&lr=tiktok_m&mime_type=video_mp4&qs=0&rc=M3h3aXFkeG13dDMzaTczM0ApM2gzaDlnZztmNzU0aTw2N2dnbjVyZGBvYWdfLS1fMTZzcy9iLV9hLzYzM2EwMGFgYjQ6Yw%3D%3D&vl=&vr=,human
pj,#duet with @kiggitykate slidin in her dms right now 😹 #TikTokBrushes #WorkoutPlan #fyp,4500000,1100000,29200,9918,https://v16m.tiktokcdn.com/84283f63ed2d02ba4b9da4a233070b5c/5eec43dd/video/tos/useast2a/tos-useast2a-pve-0068/6cd1cc63086a4d19a445287f2577b53a/?a=1233&br=1864&bt=932&cr=0&cs=0&dr=0&ds=3&er=&l=20200618224922010189195071398C6056&lr=tiktok_m&mime_type=video_mp4&qs=0&rc=M2h3NnV1d207dTMzOjczM0ApOmQzOGRlO2RmN2c4NDY4NGdeY15say1obGVfLS0yMTZzc2NiYC80Xy0tMWNgXjRhLTQ6Yw%3D%3D&vl=&vr=,If You Look Anything Like This....
Exicz,#mexico #MakeMomSmile #foryou #mexicocheck,1200000,296600,30200,2999,https://v16m.tiktokcdn.com/cec07c3a688e85d5e5c47e057f5561fe/5eec43e5/video/tos/useast2a/tos-useast2a-ve-0068c004/454743f169d54feba8730a6b70de8f63/?a=1233&br=438&bt=219&cr=0&cs=0&dr=0&ds=1&er=&l=20200618224922010189195071398C6056&lr=tiktok_m&mime_type=video_mp4&qs=0&rc=and5aWhtZ213dDMzNjczM0ApaGZnNjc3ZmU1Nzs5ODk3NWdzYjRycWpkcW5fLS01MTZzc2MtYi4xMTIyMy41YWBgLjY6Yw%3D%3D&vl=&vr=,original sound
Hunter,Here was his reaction... deep down he loves it 😉 #fyp #foryoupage #Foryou #xyzbca,2100000,274800,1093,213,https://v16m.tiktokcdn.com/255cf1728c36480bde8bd4f4a77f4e52/5eec43dc/video/tos/useast2a/tos-useast2a-pve-0068/8d867e5876b64528a1f728f428e66085/?a=1233&br=5642&bt=2821&cr=0&cs=0&dr=0&ds=3&er=&l=20200618224922010189195071398C6056&lr=tiktok_m&mime_type=video_mp4&qs=0&rc=anI8NGx1c2szdTMzMzczM0ApZjY1N2VpaGVkN2U0NWU6Z2cvNmlkZmMtbGhfLS1jMTZzc2BeX15hYmA2LzNfMDJfNTM6Yw%3D%3D&vl=&vr=,original sound
Shad,Humble yourself and trust in the LORD. This is all in GODS plan ❤️ #coronavirus #wildlife #locusts #quarantine,2200000,238600,42200,3334,https://v16m.tiktokcdn.com/f324c162adadde1e03ad1bb1d8c373b1/5eec43fd/video/tos/useast2a/tos-useast2a-pve-0068/c7ead3097a0043169ea8e212196ff328/?a=1233&br=2414&bt=1207&cr=0&cs=0&dr=0&ds=3&er=&l=20200618224922010189195071398C6056&lr=tiktok_m&mime_type=video_mp4&qs=0&rc=am05aDVwZHQ3czMzNzczM0ApZmQzaGk1ZTw5NzhlNmQ2OmcwLS5jX2dhcW9fLS1eMTZzc2MxNmNiMTM0Y2A0M2M1L2A6Yw%3D%3D&vl=&vr=,death bed (coffee for your head)
user806443979853,Rileyyyy #fyp @jordanarosee,172400,16000,6271,932,https://v16m.tiktokcdn.com/aec95ef85692b714210b95f923f3c5ee/5eec43e1/video/tos/useast2a/tos-useast2a-ve-0068c001/ed9741ec37e442d19cce387ba6d3c325/?a=1233&br=4098&bt=2049&cr=0&cs=0&dr=0&ds=3&er=&l=20200618224922010189195071398C6056&lr=tiktok_m&mime_type=video_mp4&qs=0&rc=amxvcGl1ZGZsdTMzOzczM0ApZzQzZ2llZjw7N2g0PDs2OWduZWlrZTYzb2ZfLS0zMTZzczYvNWFhMS0tL2MxNTUxYC46Yw%3D%3D&vl=&vr=,original sound
user1940923882454,"#duet with #uzmarahil724 #fyp #foryou #foryourpage #draw #simple #fun Repost, don’t let this one flop!",243400,5046,74,10,https://v16m.tiktokcdn.com/49df7dcaf79a49795106b8d76e16944f/5eec43de/video/tos/useast2a/tos-useast2a-pve-0068/dd9c83d2566c4ba081356068af4c2d0d/?a=1233&br=1330&bt=665&cr=0&cs=0&dr=0&ds=3&er=&l=20200618224922010189195071398C6056&lr=tiktok_m&mime_type=video_mp4&qs=0&rc=ams6aXFkeDQ0dTMzOzczM0ApaDw5ODdlOmVnN2U2ZGg8ZGcucF8zZGBfczFfLS01MTZzcy8xNGM2NF5fLTNjMjAwYDU6Yw%3D%3D&vl=&vr=,original sound
Havoc Golf,This club be hittin different #uroclub #gottogo,1300000,44200,9070,287,https://v19.tiktokcdn.com/05ad6f84bb2bbc1af8ed0f82d8fbddca/5eec43dd/video/tos/useast2a/tos-useast2a-ve-0068c004/c4835ede4cf8410c8d3136c285d476ba/?a=1233&br=2518&bt=1259&cr=0&cs=0&dr=0&ds=3&er=&l=20200618224922010189195071398C6056&lr=tiktok_m&mime_type=video_mp4&qs=0&rc=ajk1NzUzaTM8dTMzOzczM0ApZ2k0Njc7OWQ3N2k0M2dnZWdnX2FsYTZjNjFfLS1hMTZzc19hMF8yMDYwNi5gNTEwLmM6Yw%3D%3D&vl=&vr=,Don't be suspicious
CHARLES CHIPPS,Guns don’t kill people people kill people #thunderboltshookdaground #oglalalakotasioux #nativehumor #foryourpage #fyp #rezlife,258500,7857,35,66,https://v19.tiktokcdn.com/e36623c15c13f2cb6e1f00111f0e6890/5eec43e8/video/tos/useast2a/tos-useast2a-ve-0068c003/49965451dd324e7b979825ce555ecce4/?a=1233&br=3224&bt=1612&cr=0&cs=0&dr=0&ds=3&er=&l=20200618224932010189072034458E378A&lr=tiktok_m&mime_type=video_mp4&qs=0&rc=M3Nub21nN240dDMzODczM0ApNTxnaGY4Z2U5Nzs3ZjhnZmdpZmdzcWRzNWdfLS0xMTZzc2NeMzMvMjA1Ml9hXi0vLV86Yw%3D%3D&vl=&vr=,original sound
Linda Diaz,#duet with @user08790976 #makingnoodles #oldtiktokers #womenover40 #plussize #hahawow  #impressed,5400000,598200,8584,1260,https://v19.tiktokcdn.com/979910e060eaeb680c407ecbe8557054/5eec43ec/video/tos/useast2a/tos-useast2a-ve-0068c003/b862f471634f4ebeaec75052a6000a92/?a=1233&br=1594&bt=797&cr=0&cs=0&dr=0&ds=3&er=&l=20200618224932010189072034458E378A&lr=tiktok_m&mime_type=video_mp4&qs=0&rc=M2l1bW5wNmdmdTMzOzczM0ApNTNoNDU0NmRoN2c4ZDlkZGdsa2BkZG9kbTJfLS1fMTZzczQuL2FjXjQ2MzBgYmMtL2E6Yw%3D%3D&vl=&vr=,Hotel Room Service
klaceehanson,Oh no😱#fyp #satisfying #asmr #happyathome #kineticsand #sand #foryou #relaxing,822800,165800,296,2022,https://v19.tiktokcdn.com/f9b188d00799fc54d2f36909b1999828/5eec43e8/video/tos/useast2a/tos-useast2a-ve-0068c003/fbe4121318154b8b935becc56d3f0a8d/?a=1233&br=1024&bt=512&cr=0&cs=0&dr=0&ds=3&er=&l=20200618224932010189072034458E378A&lr=tiktok_m&mime_type=video_mp4&qs=0&rc=M3JkaGkzaWw3dDMzZDczM0ApZTw0aGk0NGU7NzVlM2Y3O2deYW5fYTZjbmBfLS00MTZzc2MvY2E2MC4xNDNgXi4yMDQ6Yw%3D%3D&vl=&vr=,Roses - Imanbek Remix
Tyler Bewley,"Free fall jump, Yuma, AZ. April 2018 #fyp #foryou #Marines #usmc",756600,117400,3518,942,https://v19.tiktokcdn.com/2be01be42327e8fc4a6cdc9ea1cc167e/5eec43e8/video/tos/useast2a/tos-useast2a-ve-0068c004/5c56831ce37342abafbdca6e382319ea/?a=1233&br=3414&bt=1707&cr=0&cs=0&dr=0&ds=3&er=&l=20200618224932010189072034458E378A&lr=tiktok_m&mime_type=video_mp4&qs=0&rc=amdrPGdrdnN4dDMzZzczM0ApPDdmOjg1NmRoN2ZoOzc3NmcxMmZuc2ZtL25fLS02MTZzczRgYzBeX2JjMS9iMDAvYTE6Yw%3D%3D&vl=&vr=,cant say dance
jeez_looez,🤦‍♂️,794200,120500,2738,258,https://v19.tiktokcdn.com/3699fff5f909120cfd57674ce99e83e8/5eec43ef/video/tos/useast2a/tos-useast2a-ve-0068c001/5a42ea8d768c49909c7f425dd42a8851/?a=1233&br=2692&bt=1346&cr=0&cs=0&dr=0&ds=3&er=&l=20200618224932010189072034458E378A&lr=tiktok_m&mime_type=video_mp4&qs=0&rc=amY4anZuZXc3dDMzNjczM0ApaGY1PGQ8OGVoN2hlPGllZWcyMGJuLy1waW5fLS0yMTZzczNhMl4uMV4tXl40YDQvY186Yw%3D%3D&vl=&vr=,original sound
Mob,,3300000,355400,3479,1755,https://v19.tiktokcdn.com/f8df6fba49c96101b1edc5db1bd5ab78/5eec43eb/video/tos/useast2a/tos-useast2a-ve-0068c002/79b31dcd0c2a4e5d81215e6d15bb321d/?a=1233&br=5872&bt=2936&cr=0&cs=0&dr=0&ds=3&er=&l=20200618224932010189072034458E378A&lr=tiktok_m&mime_type=video_mp4&qs=0&rc=M3Vxc2RtdXB4dDMzNjczM0ApZTVlZ2c6Zjs7Nzs2NzM1aWdeNnNlNS5vbHNfLS0wMTZzc15jMjUtLS8vM18tYDJgMS46Yw%3D%3D&vl=&vr=,original sound
Bethany Bennett,This played out so much better in our head 🤣 #ohno #ohyeah #tiktokwellness #fyp #foryou #foryourpage #koolaid #tiktok #trickshots,10200000,1600000,31200,12800,https://v19.tiktokcdn.com/9971ef1239638328e5e6d1d61a2b4025/5eec43e8/video/tos/useast2a/tos-useast2a-ve-0068c002/40b51046aeb847bc99aa51db71b706d4/?a=1233&br=2446&bt=1223&cr=0&cs=0&dr=0&ds=3&er=&l=20200618224932010189072034458E378A&lr=tiktok_m&mime_type=video_mp4&qs=0&rc=M243aHhpdHR4dTMzaDczM0ApNGYzNjw8O2Q6Nzg8aTs4aGdyNC42aGVqMi9fLS0yMTZzcy5gLmExNTJfLzFgXjAuM146Yw%3D%3D&vl=&vr=,original sound
Bryan Batista,@sherhanpr @maryanvelasco,689900,38800,327,83,https://v19.tiktokcdn.com/e43fabb308e262edc726fd6c55eec847/5eec43e6/video/tos/useast2a/tos-useast2a-ve-0068c001/123d9d8cc74440198bbf9215a5152654/?a=1233&br=3174&bt=1587&cr=0&cs=0&dr=0&ds=3&er=&l=20200618224932010189072034458E378A&lr=tiktok_m&mime_type=video_mp4&qs=0&rc=amd1bHF3ZTdmdDMzNjczM0ApNTU6OzQ2PGQ2N2c2OjY4aWdqYGg2XzYyZ25fLS0yMTZzc2AuNGNgNTIuYy0zYF8xYi46Yw%3D%3D&vl=&vr=,original sound
Seemaja69,How I do y'all ? #throwitback #dnacer #bigboooty #fyp #foryoupage  #tiktok,645300,42000,385,468,https://v19.tiktokcdn.com/99db2f32de13ef7d3b6e9b07dda3814e/5eec43ec/video/tos/useast2a/tos-useast2a-pve-0068/b4b75eae3fca4044b125a0be0ca0881e/?a=1233&br=2526&bt=1263&cr=0&cs=0&dr=0&ds=3&er=&l=20200618224932010189072034458E378A&lr=tiktok_m&mime_type=video_mp4&qs=0&rc=ajlpcDc2ODNpdDMzaDczM0ApZDk2OjVmZ2Q0Nzw1Nzg0Omc1ajI2a3JiaWxfLS1gMTZzcy42M18vMV4tNjAvLjYtLzU6Yw%3D%3D&vl=&vr=,Skechers
desiray,#mcdonalds,183900,7287,113,62,https://v19.tiktokcdn.com/445296154955fc528407e85f24d33d74/5eec43ed/video/tos/useast2a/tos-useast2a-pve-0068/b0631b48ce394c4e8c738f4dfb324435/?a=1233&br=3732&bt=1866&cr=0&cs=0&dr=0&ds=3&er=&l=20200618224932010189072034458E378A&lr=tiktok_m&mime_type=video_mp4&qs=0&rc=amRqPDxkZXQ8dTMzZzczM0ApZWU4aDM7ODw8NzVlMzs8Z2dqLmtgbWZscy9fLS02MTZzczFjYTRjYDRiY2EvNTBeLWE6Yw%3D%3D&vl=&vr=,WURK
Alex 🤫,"Does your car have this? If so, duet this with your 6 fingers because I DIDNT KNOW! #fyp",2800000,240100,2140,1320,https://v19.tiktokcdn.com/0ae2fc0908911380ad269dddd3f8b48e/5eec43ec/video/tos/useast2a/tos-useast2a-ve-0068c004/d754ec16b93a42848ec33bbf60550507/?a=1233&br=4292&bt=2146&cr=0&cs=0&dr=0&ds=3&er=&l=20200618224932010189072034458E378A&lr=tiktok_m&mime_type=video_mp4&qs=0&rc=amRrNXVnN2pvdDMzNjczM0ApN2lnZ2Q6OWU6N2dmNTQ5aGcuYV40cWRrMHNfLS0yMTZzczVgXl4yMl8uMi81YC8wLjQ6Yw%3D%3D&vl=&vr=,original sound
cutegirls,,1700000,110000,251,588,https://v19.tiktokcdn.com/35dc249dfef51db9f4cce45fcd29d1ce/5eec43e7/video/tos/useast2a/tos-useast2a-ve-0068c003/8d73098893a9402e974a718ea1865916/?a=1233&br=2854&bt=1427&cr=0&cs=0&dr=0&ds=3&er=&l=20200618224932010189072034458E378A&lr=tiktok_m&mime_type=video_mp4&qs=0&rc=anY3OnZ3ZXkzdDMzZTczM0ApPDszaDNlPDxnN2doMzo1aWdkM2tuXzYybW1fLS0uMTZzcy4vMDBjXl5gM15fMi01XjM6Yw%3D%3D&vl=&vr=,Pew Pew Pew
